user_id,sofifa_id,tag
128452,20801,Power Free-Kick
128452,20801,Flair
128452,20801,Speed Dribbler
128452,20801,Long Shot Taker
128452,20801,Outside Foot Shot
128452,20801,Portugal
128452,20801,Juventus
128452,20801,Italian Serie A
89865,20801,Complete Forward
89865,20801,Aerial Threat
89865,20801,Dribbler
89865,20801,Clinical Finisher
89865,20801,Acrobat
89865,20801,Flair
89865,20801,Outside Foot Shot
89865,20801,Long Shot Taker
89865,20801,Power Free-Kick
89865,20801,Speed Dribbler
89865,20801,Portugal
89865,20801,Juventus
89865,20801,Italian Serie A
5775,20801,Complete Forward
5775,20801,Clinical Finisher
5775,20801,Dribbler
5775,20801,Distance Shooter
5775,20801,Acrobat
5775,20801,Power Free-Kick
5775,20801,Speed Dribbler
5775,20801,Outside Foot Shot
5775,20801,Long Shot Taker
5775,20801,Flair
5775,20801,Portugal
5775,20801,Juventus
5775,20801,Italian Serie A
45154,20801,Clinical Finisher
45154,20801,Acrobat
45154,20801,Dribbler
45154,20801,Aerial Threat
45154,20801,Distance Shooter
45154,20801,Outside Foot Shot
45154,20801,Speed Dribbler
45154,20801,Long Shot Taker
45154,20801,Power Free-Kick
45154,20801,Flair
45154,20801,Portugal
45154,20801,Juventus
45154,20801,Italian Serie A
59228,200389,GK Long Throw
59228,200389,Comes For Crosses
59228,200389,Slovenia
59228,200389,Atletico Madrid
59228,200389,Spain Primera Division
33141,200389,GK Long Throw
33141,200389,Comes For Crosses
33141,200389,Slovenia
33141,200389,Atletico Madrid
33141,200389,Spain Primera Division
122495,200389,Comes For Crosses
122495,200389,GK Long Throw
122495,200389,Slovenia
122495,200389,Atletico Madrid
122495,200389,Spain Primera Division
62910,200389,GK Long Throw
62910,200389,Comes For Crosses
62910,200389,Slovenia
62910,200389,Atletico Madrid
62910,200389,Spain Primera Division
103354,200389,GK Long Throw
103354,200389,Comes For Crosses
103354,200389,Slovenia
103354,200389,Atletico Madrid
103354,200389,Spain Primera Division
104181,188545,Clinical Finisher
104181,188545,Distance Shooter
104181,188545,Chip Shot
104181,188545,Outside Foot Shot
104181,188545,Finesse Shot
104181,188545,Solid Player
104181,188545,Poland
104181,188545,FC Bayern Munchen
104181,188545,German 1. Bundesliga
4484,188545,Distance Shooter
4484,188545,Clinical Finisher
4484,188545,Chip Shot
4484,188545,Outside Foot Shot
4484,188545,Solid Player
4484,188545,Finesse Shot
4484,188545,Poland
4484,188545,FC Bayern Munchen
4484,188545,German 1. Bundesliga
72892,188545,Distance Shooter
72892,188545,Clinical Finisher
72892,188545,Outside Foot Shot
72892,188545,Finesse Shot
72892,188545,Solid Player
72892,188545,Chip Shot
72892,188545,Poland
72892,188545,FC Bayern Munchen
72892,188545,German 1. Bundesliga
9037,188545,Clinical Finisher
9037,188545,Distance Shooter
9037,188545,Solid Player
9037,188545,Chip Shot
9037,188545,Outside Foot Shot
9037,188545,Finesse Shot
9037,188545,Poland
9037,188545,FC Bayern Munchen
9037,188545,German 1. Bundesliga
85126,188545,Clinical Finisher
85126,188545,Distance Shooter
85126,188545,Outside Foot Shot
85126,188545,Chip Shot
85126,188545,Solid Player
85126,188545,Finesse Shot
85126,188545,Poland
85126,188545,FC Bayern Munchen
85126,188545,German 1. Bundesliga
84582,190871,Dribbler
84582,190871,Playmaker
84582,190871,FK Specialist
84582,190871,Acrobat
84582,190871,Speedster
84582,190871,Injury Prone
84582,190871,Technical Dribbler
84582,190871,Outside Foot Shot
84582,190871,Flair
84582,190871,Speed Dribbler
84582,190871,Brazil
84582,190871,Paris Saint-Germain
84582,190871,French Ligue 1
13710,190871,Playmaker
13710,190871,Complete Forward
13710,190871,Clinical Finisher
13710,190871,FK Specialist
13710,190871,Dribbler
13710,190871,Flair
13710,190871,Injury Prone
13710,190871,Outside Foot Shot
13710,190871,Speed Dribbler
13710,190871,Technical Dribbler
13710,190871,Brazil
13710,190871,Paris Saint-Germain
13710,190871,French Ligue 1
57755,190871,Clinical Finisher
57755,190871,Complete Midfielder
57755,190871,Playmaker
57755,190871,Complete Forward
57755,190871,FK Specialist
57755,190871,Outside Foot Shot
57755,190871,Injury Prone
57755,190871,Speed Dribbler
57755,190871,Flair
57755,190871,Technical Dribbler
57755,190871,Brazil
57755,190871,Paris Saint-Germain
57755,190871,French Ligue 1
16168,190871,Complete Forward
16168,190871,Acrobat
16168,190871,Complete Midfielder
16168,190871,Dribbler
16168,190871,FK Specialist
16168,190871,Injury Prone
16168,190871,Speed Dribbler
16168,190871,Flair
16168,190871,Outside Foot Shot
16168,190871,Technical Dribbler
16168,190871,Brazil
16168,190871,Paris Saint-Germain
16168,190871,French Ligue 1
4609,190871,Acrobat
4609,190871,Complete Midfielder
4609,190871,Complete Forward
4609,190871,Clinical Finisher
4609,190871,FK Specialist
4609,190871,Outside Foot Shot
4609,190871,Flair
4609,190871,Speed Dribbler
4609,190871,Technical Dribbler
4609,190871,Injury Prone
4609,190871,Brazil
4609,190871,Paris Saint-Germain
4609,190871,French Ligue 1
95126,192985,Distance Shooter
95126,192985,Dribbler
95126,192985,Crosser
95126,192985,Playmaker
95126,192985,Complete Midfielder
95126,192985,Leadership
95126,192985,Long Shot Taker
95126,192985,Outside Foot Shot
95126,192985,Playmaker
95126,192985,Early Crosser
95126,192985,Belgium
95126,192985,Manchester City
95126,192985,English Premier League
27729,192985,Crosser
27729,192985,Complete Midfielder
27729,192985,Distance Shooter
27729,192985,Playmaker
27729,192985,Engine
27729,192985,Injury Prone
27729,192985,Long Passer
27729,192985,Leadership
27729,192985,Outside Foot Shot
27729,192985,Long Shot Taker
27729,192985,Belgium
27729,192985,Manchester City
27729,192985,English Premier League
92477,192985,Playmaker
92477,192985,Complete Midfielder
92477,192985,Dribbler
92477,192985,Crosser
92477,192985,Engine
92477,192985,Long Passer
92477,192985,Long Shot Taker
92477,192985,Playmaker
92477,192985,Outside Foot Shot
92477,192985,Injury Prone
92477,192985,Belgium
92477,192985,Manchester City
92477,192985,English Premier League
125921,192985,Dribbler
125921,192985,Distance Shooter
125921,192985,Playmaker
125921,192985,Crosser
125921,192985,Engine
125921,192985,Outside Foot Shot
125921,192985,Early Crosser
125921,192985,Leadership
125921,192985,Long Shot Taker
125921,192985,Playmaker
125921,192985,Belgium
125921,192985,Manchester City
125921,192985,English Premier League
33766,192985,Complete Midfielder
33766,192985,Playmaker
33766,192985,Crosser
33766,192985,Distance Shooter
33766,192985,Engine
33766,192985,Long Passer
33766,192985,Playmaker
33766,192985,Leadership
33766,192985,Outside Foot Shot
33766,192985,Early Crosser
33766,192985,Belgium
33766,192985,Manchester City
33766,192985,English Premier League
88186,231747,Acrobat
88186,231747,Dribbler
88186,231747,Speedster
88186,231747,Flair
88186,231747,Outside Foot Shot
88186,231747,Technical Dribbler
88186,231747,Speed Dribbler
88186,231747,Finesse Shot
88186,231747,France
88186,231747,Paris Saint-Germain
88186,231747,French Ligue 1
105918,231747,Acrobat
105918,231747,Dribbler
105918,231747,Speedster
105918,231747,Technical Dribbler
105918,231747,Speed Dribbler
105918,231747,Outside Foot Shot
105918,231747,Flair
105918,231747,Finesse Shot
105918,231747,France
105918,231747,Paris Saint-Germain
105918,231747,French Ligue 1
35952,231747,Dribbler
35952,231747,Speedster
35952,231747,Acrobat
35952,231747,Flair
35952,231747,Outside Foot Shot
35952,231747,Technical Dribbler
35952,231747,Finesse Shot
35952,231747,Speed Dribbler
35952,231747,France
35952,231747,Paris Saint-Germain
35952,231747,French Ligue 1
92145,231747,Acrobat
92145,231747,Dribbler
92145,231747,Speedster
92145,231747,Outside Foot Shot
92145,231747,Technical Dribbler
92145,231747,Flair
92145,231747,Finesse Shot
92145,231747,Speed Dribbler
92145,231747,France
92145,231747,Paris Saint-Germain
92145,231747,French Ligue 1
61636,231747,Dribbler
61636,231747,Acrobat
61636,231747,Speedster
61636,231747,Technical Dribbler
61636,231747,Flair
61636,231747,Finesse Shot
61636,231747,Outside Foot Shot
61636,231747,Speed Dribbler
61636,231747,France
61636,231747,Paris Saint-Germain
61636,231747,French Ligue 1
78916,192448,Comes For Crosses
78916,192448,Rushes Out Of Goal
78916,192448,Saves with Feet
78916,192448,Germany
78916,192448,FC Barcelona
78916,192448,Spain Primera Division
94699,192448,Saves with Feet
94699,192448,Comes For Crosses
94699,192448,Rushes Out Of Goal
94699,192448,Germany
94699,192448,FC Barcelona
94699,192448,Spain Primera Division
22273,192448,Comes For Crosses
22273,192448,Saves with Feet
22273,192448,Rushes Out Of Goal
22273,192448,Germany
22273,192448,FC Barcelona
22273,192448,Spain Primera Division
50337,192448,Rushes Out Of Goal
50337,192448,Comes For Crosses
50337,192448,Saves with Feet
50337,192448,Germany
50337,192448,FC Barcelona
50337,192448,Spain Primera Division
98540,192448,Rushes Out Of Goal
98540,192448,Saves with Feet
98540,192448,Comes For Crosses
98540,192448,Germany
98540,192448,FC Barcelona
98540,192448,Spain Primera Division
29354,203376,Tackling
29354,203376,Tactician
29354,203376,Complete Defender
29354,203376,Strength
29354,203376,Power Header
29354,203376,Solid Player
29354,203376,Leadership
29354,203376,Long Passer
29354,203376,Netherlands
29354,203376,Liverpool
29354,203376,English Premier League
91204,203376,Complete Defender
91204,203376,Tackling
91204,203376,Strength
91204,203376,Tactician
91204,203376,Power Header
91204,203376,Leadership
91204,203376,Long Passer
91204,203376,Solid Player
91204,203376,Netherlands
91204,203376,Liverpool
91204,203376,English Premier League
71391,203376,Tackling
71391,203376,Tactician
71391,203376,Strength
71391,203376,Complete Defender
71391,203376,Leadership
71391,203376,Solid Player
71391,203376,Power Header
71391,203376,Long Passer
71391,203376,Netherlands
71391,203376,Liverpool
71391,203376,English Premier League
63465,203376,Strength
63465,203376,Tactician
63465,203376,Complete Defender
63465,203376,Tackling
63465,203376,Power Header
63465,203376,Leadership
63465,203376,Solid Player
63465,203376,Long Passer
63465,203376,Netherlands
63465,203376,Liverpool
63465,203376,English Premier League
113455,203376,Tackling
113455,203376,Strength
113455,203376,Complete Defender
113455,203376,Tactician
113455,203376,Long Passer
113455,203376,Leadership
113455,203376,Solid Player
113455,203376,Power Header
113455,203376,Netherlands
113455,203376,Liverpool
113455,203376,English Premier League
119298,212831,Rushes Out Of Goal
119298,212831,GK Long Throw
119298,212831,Brazil
119298,212831,Liverpool
119298,212831,English Premier League
43477,212831,GK Long Throw
43477,212831,Rushes Out Of Goal
43477,212831,Brazil
43477,212831,Liverpool
43477,212831,English Premier League
110169,212831,GK Long Throw
110169,212831,Rushes Out Of Goal
110169,212831,Brazil
110169,212831,Liverpool
110169,212831,English Premier League
45254,212831,Rushes Out Of Goal
45254,212831,GK Long Throw
45254,212831,Brazil
45254,212831,Liverpool
45254,212831,English Premier League
57458,212831,Rushes Out Of Goal
57458,212831,GK Long Throw
57458,212831,Brazil
57458,212831,Liverpool
57458,212831,English Premier League
3852,208722,Acrobat
3852,208722,Speedster
3852,208722,Dribbler
3852,208722,Flair
3852,208722,Speed Dribbler
3852,208722,Senegal
3852,208722,Liverpool
3852,208722,English Premier League
104839,208722,Acrobat
104839,208722,Speedster
104839,208722,Dribbler
104839,208722,Speed Dribbler
104839,208722,Flair
104839,208722,Senegal
104839,208722,Liverpool
104839,208722,English Premier League
110353,208722,Acrobat
110353,208722,Dribbler
110353,208722,Speedster
110353,208722,Flair
110353,208722,Speed Dribbler
110353,208722,Senegal
110353,208722,Liverpool
110353,208722,English Premier League
87164,208722,Dribbler
87164,208722,Acrobat
87164,208722,Speedster
87164,208722,Speed Dribbler
87164,208722,Flair
87164,208722,Senegal
87164,208722,Liverpool
87164,208722,English Premier League
64115,208722,Dribbler
64115,208722,Acrobat
64115,208722,Speedster
64115,208722,Speed Dribbler
64115,208722,Flair
64115,208722,Senegal
64115,208722,Liverpool
64115,208722,English Premier League
65019,209331,Clinical Finisher
65019,209331,Acrobat
65019,209331,Complete Forward
65019,209331,Speedster
65019,209331,Dribbler
65019,209331,Speed Dribbler
65019,209331,Chip Shot
65019,209331,Outside Foot Shot
65019,209331,Finesse Shot
65019,209331,Long Shot Taker
65019,209331,Egypt
65019,209331,Liverpool
65019,209331,English Premier League
26778,209331,Dribbler
26778,209331,Speedster
26778,209331,Acrobat
26778,209331,Complete Forward
26778,209331,Clinical Finisher
26778,209331,Speed Dribbler
26778,209331,Finesse Shot
26778,209331,Outside Foot Shot
26778,209331,Long Shot Taker
26778,209331,Chip Shot
26778,209331,Egypt
26778,209331,Liverpool
26778,209331,English Premier League
121030,209331,Clinical Finisher
121030,209331,Dribbler
121030,209331,Acrobat
121030,209331,Complete Forward
121030,209331,Speedster
121030,209331,Chip Shot
121030,209331,Finesse Shot
121030,209331,Outside Foot Shot
121030,209331,Speed Dribbler
121030,209331,Long Shot Taker
121030,209331,Egypt
121030,209331,Liverpool
121030,209331,English Premier League
22003,209331,Complete Forward
22003,209331,Clinical Finisher
22003,209331,Speedster
22003,209331,Dribbler
22003,209331,Acrobat
22003,209331,Finesse Shot
22003,209331,Outside Foot Shot
22003,209331,Speed Dribbler
22003,209331,Long Shot Taker
22003,209331,Chip Shot
22003,209331,Egypt
22003,209331,Liverpool
22003,209331,English Premier League
22478,209331,Clinical Finisher
22478,209331,Acrobat
22478,209331,Speedster
22478,209331,Complete Forward
22478,209331,Dribbler
22478,209331,Speed Dribbler
22478,209331,Chip Shot
22478,209331,Finesse Shot
22478,209331,Outside Foot Shot
22478,209331,Long Shot Taker
22478,209331,Egypt
22478,209331,Liverpool
22478,209331,English Premier League
37913,192119,Comes For Crosses
37913,192119,GK Long Throw
37913,192119,Belgium
37913,192119,Real Madrid
37913,192119,Spain Primera Division
49816,192119,GK Long Throw
49816,192119,Comes For Crosses
49816,192119,Belgium
49816,192119,Real Madrid
49816,192119,Spain Primera Division
72622,192119,GK Long Throw
72622,192119,Comes For Crosses
72622,192119,Belgium
72622,192119,Real Madrid
72622,192119,Spain Primera Division
136085,192119,GK Long Throw
136085,192119,Comes For Crosses
136085,192119,Belgium
136085,192119,Real Madrid
136085,192119,Spain Primera Division
74127,192119,Comes For Crosses
74127,192119,GK Long Throw
74127,192119,Belgium
74127,192119,Real Madrid
74127,192119,Spain Primera Division
57151,153079,Dribbler
57151,153079,Clinical Finisher
57151,153079,Complete Forward
57151,153079,Leadership
57151,153079,Injury Prone
57151,153079,Chip Shot
57151,153079,Argentina
57151,153079,Manchester City
57151,153079,English Premier League
137708,153079,Clinical Finisher
137708,153079,Complete Forward
137708,153079,Dribbler
137708,153079,Injury Prone
137708,153079,Leadership
137708,153079,Chip Shot
137708,153079,Argentina
137708,153079,Manchester City
137708,153079,English Premier League
104280,153079,Clinical Finisher
104280,153079,Dribbler
104280,153079,Complete Forward
104280,153079,Chip Shot
104280,153079,Leadership
104280,153079,Injury Prone
104280,153079,Argentina
104280,153079,Manchester City
104280,153079,English Premier League
27096,153079,Dribbler
27096,153079,Clinical Finisher
27096,153079,Complete Forward
27096,153079,Chip Shot
27096,153079,Leadership
27096,153079,Injury Prone
27096,153079,Argentina
27096,153079,Manchester City
27096,153079,English Premier League
5923,153079,Clinical Finisher
5923,153079,Complete Forward
5923,153079,Dribbler
5923,153079,Leadership
5923,153079,Chip Shot
5923,153079,Injury Prone
5923,153079,Argentina
5923,153079,Manchester City
5923,153079,English Premier League
46331,155862,Tactician
46331,155862,Aerial Threat
46331,155862,Tackling
46331,155862,Complete Defender
46331,155862,Long Passer
46331,155862,Leadership
46331,155862,Power Header
46331,155862,Dives Into Tackles
46331,155862,Team Player
46331,155862,Spain
46331,155862,Real Madrid
46331,155862,Spain Primera Division
106653,155862,Tactician
106653,155862,Aerial Threat
106653,155862,Tackling
106653,155862,Complete Defender
106653,155862,Power Header
106653,155862,Long Passer
106653,155862,Leadership
106653,155862,Team Player
106653,155862,Dives Into Tackles
106653,155862,Spain
106653,155862,Real Madrid
106653,155862,Spain Primera Division
9626,155862,Complete Defender
9626,155862,Aerial Threat
9626,155862,Tactician
9626,155862,Tackling
9626,155862,Dives Into Tackles
9626,155862,Leadership
9626,155862,Team Player
9626,155862,Long Passer
9626,155862,Power Header
9626,155862,Spain
9626,155862,Real Madrid
9626,155862,Spain Primera Division
113409,155862,Aerial Threat
113409,155862,Tackling
113409,155862,Tactician
113409,155862,Complete Defender
113409,155862,Long Passer
113409,155862,Dives Into Tackles
113409,155862,Leadership
113409,155862,Team Player
113409,155862,Power Header
113409,155862,Spain
113409,155862,Real Madrid
113409,155862,Spain Primera Division
35229,155862,Complete Defender
35229,155862,Tactician
35229,155862,Aerial Threat
35229,155862,Tackling
35229,155862,Leadership
35229,155862,Power Header
35229,155862,Long Passer
35229,155862,Dives Into Tackles
35229,155862,Team Player
35229,155862,Spain
35229,155862,Real Madrid
35229,155862,Spain Primera Division
24071,165153,Poacher
24071,165153,Leadership
24071,165153,Playmaker
24071,165153,Finesse Shot
24071,165153,Team Player
24071,165153,Outside Foot Shot
24071,165153,France
24071,165153,Real Madrid
24071,165153,Spain Primera Division
87259,165153,Poacher
87259,165153,Team Player
87259,165153,Leadership
87259,165153,Outside Foot Shot
87259,165153,Playmaker
87259,165153,Finesse Shot
87259,165153,France
87259,165153,Real Madrid
87259,165153,Spain Primera Division
30250,165153,Poacher
30250,165153,Team Player
30250,165153,Finesse Shot
30250,165153,Leadership
30250,165153,Playmaker
30250,165153,Outside Foot Shot
30250,165153,France
30250,165153,Real Madrid
30250,165153,Spain Primera Division
107201,165153,Poacher
107201,165153,Playmaker
107201,165153,Team Player
107201,165153,Finesse Shot
107201,165153,Outside Foot Shot
107201,165153,Leadership
107201,165153,France
107201,165153,Real Madrid
107201,165153,Spain Primera Division
70041,165153,Poacher
70041,165153,Playmaker
70041,165153,Outside Foot Shot
70041,165153,Team Player
70041,165153,Finesse Shot
70041,165153,Leadership
70041,165153,France
70041,165153,Real Madrid
70041,165153,Spain Primera Division
99768,167495,GK Long Throw
99768,167495,Leadership
99768,167495,Comes For Crosses
99768,167495,Rushes Out Of Goal
99768,167495,Germany
99768,167495,FC Bayern Munchen
99768,167495,German 1. Bundesliga
921,167495,Rushes Out Of Goal
921,167495,Comes For Crosses
921,167495,Leadership
921,167495,GK Long Throw
921,167495,Germany
921,167495,FC Bayern Munchen
921,167495,German 1. Bundesliga
25757,167495,Comes For Crosses
25757,167495,Leadership
25757,167495,GK Long Throw
25757,167495,Rushes Out Of Goal
25757,167495,Germany
25757,167495,FC Bayern Munchen
25757,167495,German 1. Bundesliga
52,167495,Comes For Crosses
52,167495,Leadership
52,167495,GK Long Throw
52,167495,Rushes Out Of Goal
52,167495,Germany
52,167495,FC Bayern Munchen
52,167495,German 1. Bundesliga
91152,167495,Leadership
91152,167495,Comes For Crosses
91152,167495,GK Long Throw
91152,167495,Rushes Out Of Goal
91152,167495,Germany
91152,167495,FC Bayern Munchen
91152,167495,German 1. Bundesliga
110942,200145,Complete Defender
110942,200145,Engine
110942,200145,Tackling
110942,200145,Tactician
110942,200145,Strength
110942,200145,Solid Player
110942,200145,Long Shot Taker
110942,200145,Power Free-Kick
110942,200145,Team Player
110942,200145,Dives Into Tackles
110942,200145,Brazil
110942,200145,Real Madrid
110942,200145,Spain Primera Division
64713,200145,Engine
64713,200145,Tackling
64713,200145,Complete Defender
64713,200145,Tactician
64713,200145,Strength
64713,200145,Solid Player
64713,200145,Long Shot Taker
64713,200145,Dives Into Tackles
64713,200145,Team Player
64713,200145,Power Free-Kick
64713,200145,Brazil
64713,200145,Real Madrid
64713,200145,Spain Primera Division
86134,200145,Tackling
86134,200145,Tactician
86134,200145,Complete Defender
86134,200145,Strength
86134,200145,Engine
86134,200145,Long Shot Taker
86134,200145,Power Free-Kick
86134,200145,Team Player
86134,200145,Solid Player
86134,200145,Dives Into Tackles
86134,200145,Brazil
86134,200145,Real Madrid
86134,200145,Spain Primera Division
131573,200145,Tactician
131573,200145,Strength
131573,200145,Engine
131573,200145,Tackling
131573,200145,Complete Defender
131573,200145,Power Free-Kick
131573,200145,Long Shot Taker
131573,200145,Team Player
131573,200145,Dives Into Tackles
131573,200145,Solid Player
131573,200145,Brazil
131573,200145,Real Madrid
131573,200145,Spain Primera Division
137081,200145,Engine
137081,200145,Tactician
137081,200145,Strength
137081,200145,Tackling
137081,200145,Complete Defender
137081,200145,Team Player
137081,200145,Dives Into Tackles
137081,200145,Solid Player
137081,200145,Power Free-Kick
137081,200145,Long Shot Taker
137081,200145,Brazil
137081,200145,Real Madrid
137081,200145,Spain Primera Division
127155,210257,Rushes Out Of Goal
127155,210257,Long Passer
127155,210257,Comes For Crosses
127155,210257,Brazil
127155,210257,Manchester City
127155,210257,English Premier League
123113,210257,Comes For Crosses
123113,210257,Rushes Out Of Goal
123113,210257,Long Passer
123113,210257,Brazil
123113,210257,Manchester City
123113,210257,English Premier League
126125,210257,Comes For Crosses
126125,210257,Long Passer
126125,210257,Rushes Out Of Goal
126125,210257,Brazil
126125,210257,Manchester City
126125,210257,English Premier League
80895,210257,Long Passer
80895,210257,Comes For Crosses
80895,210257,Rushes Out Of Goal
80895,210257,Brazil
80895,210257,Manchester City
80895,210257,English Premier League
90709,210257,Comes For Crosses
90709,210257,Long Passer
90709,210257,Rushes Out Of Goal
90709,210257,Brazil
90709,210257,Manchester City
90709,210257,English Premier League
118045,202652,Speedster
118045,202652,Acrobat
118045,202652,Dribbler
118045,202652,Speed Dribbler
118045,202652,Flair
118045,202652,England
118045,202652,Manchester City
118045,202652,English Premier League
37319,202652,Dribbler
37319,202652,Speedster
37319,202652,Acrobat
37319,202652,Speed Dribbler
37319,202652,Flair
37319,202652,England
37319,202652,Manchester City
37319,202652,English Premier League
109533,202652,Dribbler
109533,202652,Acrobat
109533,202652,Speedster
109533,202652,Flair
109533,202652,Speed Dribbler
109533,202652,England
109533,202652,Manchester City
109533,202652,English Premier League
80275,202652,Speedster
80275,202652,Acrobat
80275,202652,Dribbler
80275,202652,Speed Dribbler
80275,202652,Flair
80275,202652,England
80275,202652,Manchester City
80275,202652,English Premier League
47344,202652,Speedster
47344,202652,Acrobat
47344,202652,Dribbler
47344,202652,Flair
47344,202652,Speed Dribbler
47344,202652,England
47344,202652,Manchester City
47344,202652,English Premier League
20833,212622,Crosser
20833,212622,Leadership
20833,212622,Germany
20833,212622,FC Bayern Munchen
20833,212622,German 1. Bundesliga
21774,212622,Crosser
21774,212622,Leadership
21774,212622,Germany
21774,212622,FC Bayern Munchen
21774,212622,German 1. Bundesliga
85096,212622,Crosser
85096,212622,Leadership
85096,212622,Germany
85096,212622,FC Bayern Munchen
85096,212622,German 1. Bundesliga
103220,212622,Crosser
103220,212622,Leadership
103220,212622,Germany
103220,212622,FC Bayern Munchen
103220,212622,German 1. Bundesliga
102261,212622,Crosser
102261,212622,Leadership
102261,212622,Germany
102261,212622,FC Bayern Munchen
102261,212622,German 1. Bundesliga
43307,202126,Clinical Finisher
43307,202126,Distance Shooter
43307,202126,Long Shot Taker
43307,202126,Long Passer
43307,202126,Leadership
43307,202126,Team Player
43307,202126,Outside Foot Shot
43307,202126,England
43307,202126,Tottenham Hotspur
43307,202126,English Premier League
89299,202126,Clinical Finisher
89299,202126,Distance Shooter
89299,202126,Team Player
89299,202126,Leadership
89299,202126,Long Passer
89299,202126,Outside Foot Shot
89299,202126,Long Shot Taker
89299,202126,England
89299,202126,Tottenham Hotspur
89299,202126,English Premier League
73044,202126,Distance Shooter
73044,202126,Clinical Finisher
73044,202126,Long Shot Taker
73044,202126,Long Passer
73044,202126,Team Player
73044,202126,Outside Foot Shot
73044,202126,Leadership
73044,202126,England
73044,202126,Tottenham Hotspur
73044,202126,English Premier League
54011,202126,Clinical Finisher
54011,202126,Distance Shooter
54011,202126,Outside Foot Shot
54011,202126,Long Shot Taker
54011,202126,Leadership
54011,202126,Long Passer
54011,202126,Team Player
54011,202126,England
54011,202126,Tottenham Hotspur
54011,202126,English Premier League
116154,202126,Clinical Finisher
116154,202126,Distance Shooter
116154,202126,Long Shot Taker
116154,202126,Outside Foot Shot
116154,202126,Long Passer
116154,202126,Leadership
116154,202126,Team Player
116154,202126,England
116154,202126,Tottenham Hotspur
116154,202126,English Premier League
386,211110,Playmaker
386,211110,Acrobat
386,211110,Dribbler
386,211110,Complete Midfielder
386,211110,FK Specialist
386,211110,Flair
386,211110,Technical Dribbler
386,211110,Outside Foot Shot
386,211110,Playmaker
386,211110,Long Shot Taker
386,211110,Argentina
386,211110,Juventus
386,211110,Italian Serie A
60548,211110,Dribbler
60548,211110,Complete Midfielder
60548,211110,Acrobat
60548,211110,Playmaker
60548,211110,FK Specialist
60548,211110,Playmaker
60548,211110,Outside Foot Shot
60548,211110,Long Shot Taker
60548,211110,Technical Dribbler
60548,211110,Flair
60548,211110,Argentina
60548,211110,Juventus
60548,211110,Italian Serie A
20523,211110,Dribbler
20523,211110,FK Specialist
20523,211110,Complete Midfielder
20523,211110,Acrobat
20523,211110,Playmaker
20523,211110,Finesse Shot
20523,211110,Technical Dribbler
20523,211110,Long Shot Taker
20523,211110,Outside Foot Shot
20523,211110,Flair
20523,211110,Argentina
20523,211110,Juventus
20523,211110,Italian Serie A
134483,211110,Playmaker
134483,211110,Complete Midfielder
134483,211110,Dribbler
134483,211110,FK Specialist
134483,211110,Acrobat
134483,211110,Outside Foot Shot
134483,211110,Technical Dribbler
134483,211110,Finesse Shot
134483,211110,Flair
134483,211110,Long Shot Taker
134483,211110,Argentina
134483,211110,Juventus
134483,211110,Italian Serie A
134931,211110,Complete Midfielder
134931,211110,Acrobat
134931,211110,Dribbler
134931,211110,FK Specialist
134931,211110,Playmaker
134931,211110,Playmaker
